make,model,year,mileage,city,color,trans,price
Gmc,Yukon,2000,367752,Dammam,White,Automatic,24000
Toyota,Yaris,2016,112848,Jeddah,White,Automatic,24000
Hyundai,Azera,2012,32261,Mecca,Silver,Automatic,24000
Hyundai,Accent,2015,102642,Dammam,White,Automatic,24000
Ford,Focus,2014,69500,Dammam,Gray,Automatic,24000
Nissan,Sunny,2016,149315,Riyadh,Silver,Automatic,24000
Chevrolet,Spark,2018,81000,Jeddah,White,Automatic,24000
Hyundai,Accent,2016,78180,Dammam,White,Automatic,24000
Hyundai,Sonata,2009,271329,Jeddah,Brown,Automatic,24000
Chevrolet,Sonic,2012,31413,Jeddah,Blue,Automatic,24000
Honda,Cr-V,2013,89591,Al Riyadh,Grey,Automatic,24000
Cadillac,Srx,2013,96794,Al Riyadh,Brown,Automatic,24000
Renault,Fluence,2013,40968,Al Kharj,White,Automatic,24000
Chevrolet,Cruze,2013,34637,Al Kharj,Silver,Automatic,24000
Hyundai,Accent,2016,110000,Jeddah,White,Automatic,24000
Chevrolet,Spark,2018,82000,Jeddah,White,Automatic,24000
Kia,Cerato,2015,53000,Dammam,White,Automatic,24000
Nissan,Sunny,2016,138905,Riyadh,Grey,Automatic,24000
Ford,Mustang,2006,404067,Jeddah,Silver,Manual,24000
Toyota,Yaris,2014,66728,Dammam,Silver,Automatic,24000
Mitsubishi,Attrage,2018,15331,Jeddah,Grey,Automatic,24000
Ford,Fusion,2012,155718,Dammam,Brown,Automatic,24000
Hyundai,Azera,2012,32817,Al Riyadh,White,Automatic,24000
Kia,Carens,2013,53872,Al Khobar,Silver,Automatic,24000
Nissan,Sunny,2016,185000,Riyadh,White,Automatic,24000
Ford,Mustang,2006,200000,Jeddah,Silver,Manual,24000
Nissan,Sunny,2016,187266,Riyadh,Brown,Automatic,24000
Toyota,Hilux,2012,29934,Ad Dilam,White,Manual,24000
Ford,Explorer,2010,101894,Dammam,White,Automatic,24000
Hyundai,Elantra,2013,284319,Al Khobar,Silver,Automatic,24000
Kia,Picanto,2013,70825,Al Riyadh,Silver,Automatic,24000
Ford,Ranger,2011,190968,Jeddah,White,Manual,24000
Toyota,Prado,2013,67164,Khamis Mushait,White,Automatic,24000
Nissan,Sunny,2016,147800,Riyadh,Silver,Automatic,24000
Chevrolet,Spark,2018,84723,Jeddah,White,Automatic,24000
Nissan,Sunny,2016,63000,Riyadh,White,Automatic,24000
Nissan,Sunny,2016,186643,Riyadh,Brown,Automatic,24000
Gmc,Terrain,2013,38305,Al Riyadh,Brown,Automatic,24000
Toyota,Yaris,2014,94603,Riyadh,Blue,Automatic,24000
Toyota,Innova,2008,33364,Makkah,White,Automatic,24000
Hyundai,Accent,2013,148258,Dammam,Grey,Automatic,24000
Hyundai,Centennial,2013,72288,Yanbu,White,Automatic,24000
Nissan,Sunny,2016,184471,Riyadh,White,Automatic,24000
Ford,Expedition El,2008,432717,Al Khobar,Black,Automatic,24000
Hyundai,Sonata,2013,349480,Jeddah,White,Automatic,24000
Geely,Emgrand 8,2015,153562,Khamis Mushayt,White,Manual,24000
Nissan,Sunny,2016,66542,Riyadh,White,Automatic,24000
Kia,Cerato,2015,55801,Dammam,White,Automatic,24000
Renault,Logan,2013,105555,Al Khobar,White,Automatic,24000
Hyundai,Accent,2016,147973,Dammam,White,Automatic,24000
Hyundai,Tucson,2009,420250,Dammam,White,Automatic,24000
Hyundai,Sonata,2013,68053,Jeddah,White,Automatic,24000
Hyundai,Accent,2017,110318,Jeddah,Silver,Automatic,24000
Volkswagen,Jetta,2013,65332,Al Riyadh,Blue,Automatic,24000
Nissan,Sunny,2016,132000,Riyadh,Gray,Automatic,24000
Toyota,Corolla,2012,181133,Riyadh,Black,Automatic,24000
Chevrolet,Suburban,2013,64781,Al Riyadh,Silver,Automatic,24000
Ford,Ranger,2011,192000,Jeddah,White,Manual,24000
Hyundai,Sonata,2013,104467,Jeddah,White,Automatic,24000
Ford,Expedition,2007,94000,Riyadh,White,Automatic,24000
Hyundai,Accent,2015,111286,Dammam,Black,Automatic,24000
Ford,Edge,2009,370000,Sharqiya,Silver,Automatic,24000
Hyundai,Accent,2015,80904,Dammam,Silver,Automatic,24000
Chevrolet,Sonic,2012,33400,Al Riyadh,Grey,Manual,24000
Kia,Carnival,2007,186181,Dammam,Gold,Automatic,23550
Chevrolet,Spark,2017,111000,Jeddah,Gray,Automatic,23500
Nissan,Sunny,2015,116285,Jeddah,White,Automatic,23500
Ford,Taurus,2010,173863,Riyadh,Silver,Automatic,23500
Isuzu,D Max,2012,17461,Jazan,White,Manual,23500
Kia,Cerato,2015,111557,Dammam,White,Automatic,23500
Mitsubishi,Lancer,2015,90894,Jeddah,Silver,Automatic,23500
Chevrolet,Spark,2017,117956,Jeddah,Grey,Automatic,23500
Nissan,Sunny,2018,94512,Riyadh,Brown,Automatic,23500
Hyundai,Accent,2017,108497,Riyadh,Silver,Automatic,23500
Nissan,Sunny,2015,102000,Jeddah,White,Automatic,23500
Nissan,Sunny,2015,110135,Jeddah,Brown,Automatic,23500
Nissan,Sunny,2015,107000,Jeddah,Brown,Automatic,23500
Nissan,Sunny,2016,101876,Riyadh,Black,Automatic,23500
Mitsubishi,Lancer,2015,90000,Jeddah,Silver,Automatic,23500
Chevrolet,Caprice,2009,177066,Dammam,Blue,Automatic,23500
Jeep,Liberty,2012,20044,Jeddah,Grey,Automatic,23500
Hyundai,Accent,2015,123406,Al Ahsa,White,Automatic,23500
Nissan,Sunny,2016,111147,Riyadh,Black,Automatic,23500
Nissan,Sunny,2013,90000,Jeddah,Silver,Automatic,23000
Nissan,Sunny,2015,135000,Riyadh,White,Automatic,23000
Toyota,Yaris,2012,8038,Jeddah,Blue,Manual,23000
Toyota,Corolla,2012,340565,Al Riyadh,Grey,Automatic,23000
Nissan,Sunny,2016,126142,Riyadh,Silver,Automatic,23000
Nissan,Pick Up,2012,363661,Dammam,White,Manual,23000
Renault,Duster,2015,134690,Dammam,White,Automatic,23000
Chevrolet,Tahoe,2006,268278,Jeddah,Red,Automatic,23000
Kia,Cerato,2014,43933,Dammam,Grey,Automatic,23000
Toyota,Corolla,2012,329958,Dammam,Gold,Automatic,23000
Toyota,Hilux,2005,484161,Jeddah,White,Manual,23000
Dodge,Durango,2012,320900,Al Khobar,White,Automatic,23000
Toyota,Corolla,2012,317245,Unaizah,White,Automatic,23000
Toyota,Innova,2012,320033,Al Riyadh,Gold,Manual,23000
Kia,Rio,2017,15485,Dammam,Silver,Automatic,23000
Toyota,Fortuner,2012,302301,Jeddah,White,Automatic,23000
Kia,Rio,2015,119979,Jeddah,White,Automatic,23000
Hyundai,I10,2012,190,Al Riyadh,Blue,Manual,23000
Chevrolet,Spark,2017,67000,Jeddah,Blue,Automatic,23000
Chevrolet,Malibo,2012,306879,Ar Rass,Beige,Automatic,23000
Hyundai,Accent,2015,213000,Jeddah,Silver,Automatic,23000
Hyundai,Accent,2015,411309,Jeddah,Silver,Automatic,23000
Kia,Rio,2015,100000,Jeddah,White,Automatic,23000
Kia,Rio,2012,314845,Jeddah,White,Automatic,23000
Jeep,Grand Cherokee,2012,14714,Jeddah,Silver,Automatic,23000
Geely,Emgrand 7,2012,335567,Jazan,Silver,Manual,23000
Toyota,Corolla,2011,142364,Riyadh,White,Automatic,23000
Toyota,Innova,2012,290072,Al Hofuf,White,Automatic,23000
Toyota,Yaris,2015,114336,Dammam,White,Automatic,23000
Ford,Focus,2017,61708,Sharqiya,Black,Automatic,23000
Ford,Explorer,2009,158000,Sharqiya,White,Automatic,23000
Toyota,Yaris,2015,162919,Dammam,White,Automatic,23000
Fiat,Fiorino,2017,29880,Jeddah,White,Manual,23000
Kia,Rio,2015,69790,Dammam,White,Automatic,23000
Lexus,Lx570,2012,344260,Al Riyadh,Grey,Automatic,23000
Toyota,Corolla,2012,185157,Riyadh,Black,Automatic,23000
Hyundai,Genesis,2012,334048,Dammam,Gold,Automatic,23000
Ford,Ecosport,2014,186150,Dammam,Snow White,Automatic,23000
Renault,Fluence,2016,74517,Riyadh,Black,Automatic,23000
Kia,Rio Hatchback,2015,151679,Al Khobar,Black,Automatic,23000
Hyundai,I10,2016,10000,Jeddah,Silver,Automatic,23000
Hyundai,Accent,2015,174564,Jeddah,Grey,Automatic,23000
Hyundai,Sonata,2012,1189,Mecca,Silver,Automatic,23000
Chevrolet,Captiva,2012,118703,Jeddah,Black,Automatic,23000
Hyundai,Accent,2015,132602,Dammam,Silver,Automatic,23000
Toyota,Corolla,2012,325835,Al Riyadh,Grey,Manual,23000
Nissan,Sunny,2013,91700,Jeddah,Silver,Automatic,23000
Ford,Edge,2012,13202,Mecca,Blue,Automatic,23000
Gmc,Acadia,2012,3633,Yanbu,White,Automatic,23000
Toyota,Yaris,2015,94029,Dammam,Silver,Automatic,23000
Hyundai,Accent,2012,340657,Abha,Gold,Manual,23000
Mazda,3,2014,137519,Dammam,White,Automatic,23000
Toyota,Yaris,2011,75294,Riyadh,Red,Automatic,23000
Toyota,Corolla,2012,315539,Mecca,White,Automatic,23000
Hyundai,Santa Fe,2012,332267,Al Riyadh,Blue,Automatic,23000
Hyundai,Elantra,2012,290642,Muhayil,Grey,Automatic,23000
Kia,Rio,2015,63000,Dammam,White,Automatic,23000
Dodge,Neon,2017,52142,Dammam,Gray,Automatic,23000
Toyota,Fortuner,2012,342124,Al Hofuf,White,Automatic,23000
Hyundai,Sonata,2012,13754,Al Riyadh,White,Automatic,23000
Toyota,Innova,2008,338027,Hail,White,Automatic,23000
Kia,Rio,2017,13000,Dammam,Silver,Automatic,23000
Toyota,Yaris,2013,106025,Riyadh,White,Automatic,23000
Chevrolet,Cruze,2013,43820,Dammam,White,Automatic,23000
Chevrolet,Caprice,2010,135974,Jeddah,White,Automatic,23000
Toyota,Sequoia,2012,289313,Afif,Silver,Automatic,22500
Chevrolet,Caprice,2012,284547,Al Riyadh,White,Automatic,22500
Renault,Duster,2014,91169,Dammam,Black,Automatic,22500
Toyota,Yaris,2015,286700,Jeddah,Silver,Automatic,22500
Nissan,Altima,2008,190416,Jeddah,White,Automatic,22000
Ford,Crown Victoria,2009,140920,Dammam,Black,Automatic,22000
Ford,Explorer,2010,283158,Makkah,Silver,Automatic,22000
Ford,Expedition,2012,222049,Al Riyadh,Black,Automatic,22000
Ford,Taurus,2012,223075,Al Madinah,Green,Automatic,22000
Toyota,Camry,2012,210853,Dammam,White,Automatic,22000
Toyota,Camry,2006,274122,Dammam,Blue,Automatic,22000
Toyota,Hilux,2006,371348,Jeddah,White,Manual,22000
Kia,Rio,2015,125680,Jeddah,White,Automatic,22000
Geely,Emgrand 7,2012,216895,Jazan,Silver,Manual,22000
Renault,Duster,2012,220364,Mecca,Brown,Automatic,22000
Hyundai,Accent,2016,37000,Dammam,Silver,Automatic,22000
Fiat,Linea,2012,239404,Al Riyadh,Beige,Automatic,22000
Chevrolet,Malibo,2012,219977,Jeddah,Black,Automatic,22000
Kia,Rio,2015,130000,Jeddah,Silver,Automatic,22000
Mercury,Grand Marquis,2003,197599,Jeddah,Brown,Automatic,22000
Hyundai,Accent,2012,243007,Dammam,Blue,Automatic,22000
Ford,Expedition,2012,210952,Al Riyadh,Black,Automatic,22000
Gmc,Suburban,2012,199760,Mecca,White,Automatic,22000
Nissan,Pick Up,2009,43822,Dammam,White,Manual,22000
Chevrolet,Cruze,2012,270795,Jeddah,Maroon,Automatic,22000
Hyundai,Accent,2015,65415,Dammam,White,Automatic,22000
Hyundai,Accent,2015,200000,Jeddah,White,Automatic,22000
Hyundai,Accent,2016,134026,Jeddah,Grey,Automatic,22000
Renault,Duster,2014,32923,Jeddah,Brown,Automatic,22000
Kia,Picanto,2012,273957,Dammam,Red,Manual,22000
Hyundai,Accent,2015,276800,Jeddah,White,Automatic,22000
Kia,Cerato,2012,283829,Al Riyadh,Silver,Automatic,22000
Toyota,Camry,2012,274842,Jeddah,White,Automatic,22000
Hyundai,H100,2012,245268,Al Riyadh,White,Automatic,22000
Toyota,Corolla,2012,249320,Abha,White,Automatic,22000
Kia,Optima,2012,254472,Dammam,Silver,Automatic,22000
Chevrolet,Cruze,2012,262903,Jeddah,Silver,Automatic,22000
Nissan,Armada,2006,228726,Dammam,White,Automatic,22000
Hyundai,Accent,2016,139515,Jeddah,Silver,Automatic,22000
Renault,Duster,2015,134427,Riyadh,Green,Automatic,22000
Kia,Cadenza,2012,279237,Abu Arish,Silver,Automatic,22000
Mercury,Grand Marquis,2003,197000,Jeddah,Maroon,Automatic,22000
Toyota,Corolla,2012,252690,Al Riyadh,White,Automatic,22000
Ford,Edge,2007,456584,Dammam,White,Automatic,22000
Renault,Fluence,2014,38310,Dammam,Silver,Automatic,22000
Gmc,Yukon,2012,202568,Abha,Gold,Automatic,22000
Hyundai,Accent,2016,34978,Dammam,Silver,Automatic,22000
Nissan,Sunny,2015,47797,Jeddah,White,Automatic,22000
Gmc,Envoy,2008,186476,Jeddah,Grey,Automatic,22000
Renault,Fluence,2014,38563,Dammam,Brown,Automatic,22000
Kia,Rio,2015,132381,Jeddah,Silver,Automatic,22000
Honda,Accord,2006,423446,Dammam,Grey,Automatic,22000
Geely,Emgrand 8,2012,20671,Jeddah,Brown,Automatic,22000
Ford,Edge,2012,198079,Al Riyadh,Silver,Automatic,22000
Ford,Edge,2012,199203,Al Riyadh,White,Automatic,22000
Kia,Rio,2015,122000,Jeddah,White,Automatic,22000
Lexus,Es,2003,469297,Dammam,Yellow,Automatic,22000
Toyota,Hilux,2006,350000,Jeddah,White,Manual,22000
Mitsubishi,Lancer,2015,71695,Jeddah,Silver,Automatic,22000
Kia,Carnival,2012,219346,Jeddah,Red,Automatic,22000
Hyundai,Sonata,2012,211253,Al Riyadh,White,Automatic,22000
Mercury,Mountaineer,2007,297626,Jeddah,Black,Automatic,22000
Nissan,Pick Up,2009,40000,Dammam,White,Manual,22000
Chevrolet,Malibo,2012,243005,Dammam,White,Automatic,22000
Mitsubishi,Lancer,2015,77000,Jeddah,Silver,Automatic,22000
Ford,Edge,2012,246838,Mecca,White,Manual,22000
Ford,Freestar,2006,428993,Riyadh,White,Automatic,22000
Kia,Sorento,2008,125982,Dammam,Grey,Automatic,22000
Mercury,Mountaineer,2007,260000,Jeddah,Black,Automatic,22000
Toyota,Yaris,2014,115988,Dammam,Blue,Automatic,22000
Toyota,Corolla,2012,196841,Mecca,Gold,Manual,21500
Toyota,Fortuner,2012,192507,Mecca,Beige,Automatic,21500
Nissan,Sunny,2016,96000,Riyadh,White,Automatic,21500
Kia,Rio Hatchback,2015,91013,Riyadh,Silver,Automatic,21500
Nissan,Sunny,2015,120000,Jeddah,White,Automatic,21000
Lexus,Gs350,2011,158440,Mecca,White,Automatic,21000
Toyota,Yaris,2014,211523,Dammam,White,Automatic,21000
Kia,Rio,2015,82770,Dammam,White,Automatic,21000
Ford,Ranger,2011,148385,Jeddah,White,Manual,21000
Hyundai,Accent,2012,168404,Jazan,Silver,Automatic,21000
Chevrolet,Spark,2017,103000,Riyadh,White,Automatic,21000
Toyota,Camry,2011,154662,Jeddah,Beige,Automatic,21000
Toyota,Yaris,2013,102377,Dammam,White,Automatic,21000
Gmc,Acadia,2012,172589,Buraidah,Black,Automatic,21000
Toyota,Corolla,2012,191993,Al Khobar,Blue,Automatic,21000
Chevrolet,Malibo,2012,173376,Al Riyadh,Black,Automatic,21000
Chevrolet,Traverse,2009,73480,Jeddah,Green,Automatic,21000
Kia,Rio,2011,151039,Al Riyadh,Blue,Automatic,21000
Chevrolet,Traverse,2009,445785,Jeddah,Grey,Automatic,21000
Hyundai,Elantra,2011,157979,Buraidah,White,Automatic,21000
Hyundai,Accent,2012,185618,Sabya,White,Automatic,21000
Toyota,Land Cruiser,2011,148059,Al Jubail,White,Automatic,21000
Chevrolet,Spark,2018,68000,Riyadh,White,Automatic,21000
Chevrolet,Cruze,2013,66300,Dammam,White,Automatic,21000
Toyota,Corolla,2012,181783,Mecca,White,Manual,21000
Chevrolet,Cruze,2013,68000,Dammam,Snow White,Automatic,21000
Ford,Edge,2012,178099,Al Riyadh,White,Automatic,21000
Gmc,Yukon,2004,490465,Dammam,White,Automatic,21000
Gmc,Yukon,2012,187662,Mecca,White,Automatic,21000
Kia,Rio,2015,100359,Dammam,White,Automatic,21000
Toyota,Yaris,2014,186101,Dammam,Red,Automatic,21000
Toyota,Fortuner,2012,177029,Jazan,White,Automatic,21000
Chevrolet,Spark,2018,61188,Riyadh,White,Automatic,21000
Nissan,Sunny,2016,89000,Riyadh,Silver,Automatic,21000
Kia,Rio,2015,65000,Dammam,White,Automatic,21000
Hyundai,Accent,2014,262162,Jeddah,Black,Automatic,21000
Kia,Rio,2015,126000,Dammam,Silver,Automatic,21000
Ford,Taurus,2011,146157,Diriyah,Black,Automatic,21000
Kia,Cadenza,2012,182197,Jazan,Silver,Automatic,21000
Ford,Explorer,2010,209000,Dammam,White,Automatic,21000
Toyota,Camry,2010,382863,Dammam,White,Manual,21000
Hyundai,Accent,2014,200000,Jeddah,Black,Automatic,21000
Kia,Rio,2013,89593,Dammam,Red,Automatic,21000
Toyota,Yaris,2015,179237,Buraidah,White,Automatic,21000
Hyundai,H100,2012,165946,Hail,Silver,Automatic,21000
Ford,Vigo,2016,20500,Dammam,Silver,Automatic,20999
Toyota,Camry,2011,128918,Yanbu,Silver,Automatic,20500
Ford,Edge,2011,127516,Jeddah,Black,Automatic,20500
Nissan,Sunny,2016,90000,Riyadh,Silver,Automatic,20500
Hyundai,Elantra,2011,136191,Buraidah,Silver,Automatic,20500
Hyundai,Elantra,2012,150776,Dammam,Black,Automatic,20500
Nissan,Sunny,2011,322324,Dammam,White,Automatic,20000
Toyota,Rav 4,2011,109286,Mecca,White,Automatic,20000
Volkswagen,Polo,2013,18000,Riyadh,Black,Automatic,20000
Hyundai,Accent,2013,144492,Dammam,Silver,Automatic,20000
Hyundai,I30 Cw,2011,67975,Riyadh,Red,Automatic,20000
Mitsubishi,L200,2008,270000,Jeddah,White,Manual,20000
Toyota,Corolla,2010,377919,Jeddah,Silver,Manual,20000
Chevrolet,Trail Blazer,2011,23401,Jeddah,Grey,Automatic,20000
Renault,Safran,2011,122570,Dammam,Silver,Automatic,20000
Toyota,Corolla,2013,228969,Jeddah,Blue,Automatic,20000
Cadillac,Xts,2011,105777,Al Riyadh,Black,Automatic,20000
Toyota,Land Cruiser,2011,116056,Jeddah,White,Automatic,20000
Toyota,Camry,2011,100474,Jeddah,Black,Automatic,20000
Hyundai,Accent,2011,27376,Najran,Black,Automatic,20000
Toyota,Yaris,2011,26436,Jeddah,White,Manual,20000
Renault,New Safran,2013,189100,Al Khobar,Blue,Automatic,20000
Nissan,Sunny,2011,23022,Al Khobar,Brown,Automatic,20000
Nissan,Pick Up,2009,349011,Dammam,White,Manual,20000
Gmc,Suburban,2006,375682,Dammam,Green,Automatic,20000
Renault,Fluence,2015,67692,Dammam,Silver,Automatic,20000
Geely,Emgrand 8,2013,65970,Jeddah,White,Automatic,20000
Cadillac,Deville,2001,85000,Riyadh,White,Automatic,20000
Hyundai,Accent,2012,104430,Al Ahsa,White,Automatic,20000
Toyota,Fortuner,2011,324158,Madinah,Grey,Manual,20000
Ford,Ranger,2008,261024,Dammam,White,Manual,20000
Nissan,Altima,2011,66196,Al Riyadh,Black,Automatic,20000
Nissan,Sunny,2015,47657,Dammam,White,Automatic,20000
Toyota,Yaris,2011,73342,Hawtah Sadir,Silver,Automatic,20000
Hyundai,Sonata,2011,69493,Jeddah,Grey,Automatic,20000
Kia,Rio,2013,111973,Dammam,White,Automatic,20000
Toyota,Fortuner,2011,26677,Jeddah,Black,Automatic,20000
Toyota,Camry,2007,25564,Riyadh,Silver,Automatic,20000
Toyota,Innova,2011,10087,Khamis Mushait,White,Automatic,20000
Ford,Explorer,2010,280000,Jeddah,Blue,Automatic,20000
Toyota,Corolla,2011,91857,Dammam,Grey,Automatic,20000
Ford,Expedition,2011,67116,Mecca,Grey,Automatic,20000
Chevrolet,Aveo,2011,6848,Al Riyadh,Silver,Automatic,20000
Ford,Explorer,2010,350589,Dammam,White,Automatic,20000
Toyota,Rav 4,2011,123655,Al Riyadh,Silver,Automatic,20000
Kia,Rio,2011,40365,Al Riyadh,White,Automatic,20000
Nissan,Altima,2010,351363,Riyadh,Silver,Automatic,20000
Chevrolet,Avalanche,2002,247295,Jeddah,Blue,Automatic,20000
Nissan,Sunny,2015,116654,Dammam,White,Automatic,20000
Jeep,Grand Cherokee,2011,84539,Mecca,Silver,Automatic,20000
Ford,Ranger,2008,200000,Dammam,White,Manual,20000
Volkswagen,Passat,2009,179304,Jeddah,Brown,Automatic,20000
Ford,Focus,2011,14729,Taif,Red,Automatic,20000
Hyundai,Elantra,2011,115486,Abha,Grey,Automatic,20000
Hyundai,I10,2016,109139,Jeddah,White,Automatic,20000
Chevrolet,Aveo,2011,12640,Tarout Island,Silver,Automatic,20000
Suzuki,Swift,2011,107402,Jeddah,Silver,Manual,20000
Hyundai,Accent,2011,38280,Yanbu,Silver,Automatic,20000
Ford,Explorer,2008,216819,Riyadh,Gold,Automatic,20000
Renault,Fluence,2015,50790,Dammam,Grey,Automatic,20000
Chevrolet,Silverado,2007,344000,Jeddah,White,Automatic,20000
Hyundai,Tucson,2010,413328,Riyadh,Green,Manual,20000
Toyota,Camry,2011,13768,Al Riyadh,White,Automatic,20000
Toyota,Fortuner,2011,12972,Al Riyadh,Gold,Automatic,20000
Toyota,Yaris,2013,131144,Dammam,White,Manual,20000
Toyota,Yaris,2011,111081,Dammam,White,Automatic,20000
Chevrolet,Trail Blazer,2011,104704,Jeddah,Red,Automatic,20000
Ford,Taurus,2011,31516,Al Riyadh,Grey,Automatic,20000
Toyota,Corolla,2011,78298,Jeddah,White,Automatic,20000
Kia,Rio,2011,120953,Dammam,Grey,Automatic,20000
Renault,Fluence,2015,79405,Dammam,White,Automatic,20000
Hyundai,Elantra,2011,47366,Al Riyadh,Beige,Automatic,20000
Renault,Logan,2011,81224,Al Riyadh,White,Manual,20000
Kia,Rio,2015,32587,Dammam,White,Automatic,20000
Ford,Explorer,2010,383522,Riyadh,Grey,Automatic,20000
Toyota,Innova,2011,113010,Hail,Silver,Manual,20000
Toyota,Yaris,2011,46005,Al Riyadh,White,Manual,20000
Toyota,Yaris,2011,105432,Jeddah,White,Manual,20000
Lexus,Ls460,2011,24360,Unaizah,White,Automatic,20000
Kia,Carens,2011,101837,Al Khobar,Grey,Automatic,20000
Toyota,Camry,2011,21792,Al Riyadh,White,Automatic,20000
Hyundai,Accent,2011,32293,Dammam,Blue,Automatic,20000
Ford,Taurus,2011,43478,Mecca,Black,Automatic,20000
Hyundai,Tucson,2010,360015,Riyadh,Green,Automatic,20000
Kia,Carnival,2011,92186,Dammam,Grey,Automatic,20000
Ford,Explorer,2011,114634,Umluj,Grey,Automatic,20000
Renault,Fluence,2015,68401,Dammam,Black,Automatic,20000
Hyundai,I30,2011,69000,Riyadh,Red,Automatic,20000
Hyundai,Accent,2012,133791,Jeddah,Grey,Automatic,20000
Toyota,Aurion,2009,211922,Jeddah,Black,Automatic,20000
Ford,Flex,2011,28368,Jeddah,Blue,Automatic,20000
Hyundai,Tucson,2011,31402,Al Riyadh,Black,Automatic,20000
Kia,Rio,2015,303784,Al Qassim,White,Automatic,20000
Chevrolet,Traverse,2009,31478,Jeddah,Green,Automatic,20000
Ford,Explorer,2010,283000,Riyadh,White,Automatic,20000
Chevrolet,Silverado,2007,326675,Jeddah,White,Automatic,20000
Hyundai,Sonata,2011,9950,Jeddah,White,Manual,20000
Ford,Explorer,2011,109948,Khamis Mushait,Silver,Automatic,20000
Toyota,Mr-S,2011,74965,Al Riyadh,White,Manual,20000
Toyota,Fortuner,2011,106456,Mecca,White,Automatic,20000
Chevrolet,Aveo,2011,95586,Khafji,Black,Automatic,20000
Toyota,Sequoia,2011,127065,Dammam,White,Automatic,20000
Kia,Rio,2011,42072,Al Riyadh,Silver,Automatic,20000
Hyundai,Sonata,2011,338387,Riyadh,Silver,Automatic,20000
Toyota,Fortuner,2011,109339,Jeddah,Black,Automatic,20000
Nissan,Sentra,2014,111659,Riyadh,Black,Automatic,20000
Chevrolet,Lumina,2008,458205,Dammam,Silver,Automatic,20000
Hyundai,Elantra,2011,61654,Al Jubail,Black,Automatic,20000
Volkswagen,Polo,2013,19624,Riyadh,Black,Automatic,20000
Kia,Carnival,2009,163909,Dammam,White,Automatic,20000
Toyota,Rav 4,2011,62239,Mecca,White,Automatic,20000
Ford,Fusion,2011,131700,Dammam,Silver,Automatic,19999
Chevrolet,Malibo,2011,6600,Jeddah,White,Automatic,19500
Kia,Sportage,2009,354153,Riyadh,Red,Automatic,19500
Renault,Duster,2011,5685,Jeddah,Silver,Manual,19500
Geely,Emgrand 7,2011,6006,Jazan,Grey,Manual,19500
Chevrolet,Aveo,2016,57490,Jeddah,White,Automatic,19000
Kia,Sportage,2010,330932,Jeddah,Silver,Automatic,19000
Nissan,Sunny,2015,122829,Dammam,White,Automatic,19000
Kia,Rio,2015,53152,Dammam,White,Automatic,19000
Kia,Mohave,2011,345974,Jeddah,Brown,Automatic,19000
Toyota,Land Cruiser,2011,339494,Hail,White,Automatic,19000
Chevrolet,Cruze,2011,349587,Dhahran,Silver,Automatic,19000
Kia,Rio,2013,84297,Dammam,White,Automatic,19000
Renault,Megane,2010,333811,Al Riyadh,Blue,Automatic,19000
Kia,Cerato,2011,337863,Al Khobar,Red,Automatic,19000
Chevrolet,Cruze,2012,154768,Riyadh,Silver,Automatic,19000
Ford,Escape,2010,330794,Al Riyadh,Grey,Automatic,19000
Toyota,Yaris,2014,170074,Dammam,Red,Automatic,19000
Ford,Edge,2011,345567,Al Riyadh,Silver,Automatic,19000
Nissan,Altima,2011,145,Al Riyadh,Brown,Automatic,19000
Kia,Carnival,2013,253000,Sharqiya,Black,Automatic,19000
Nissan,Patrol,2011,3861,Yanbu,Black,Automatic,19000
Toyota,Prado,2010,331938,Jeddah,White,Automatic,19000
Ford,Mustang,2011,348318,Al Madinah,White,Manual,19000
Toyota,Corolla,2010,180123,Riyadh,Blue,Automatic,19000
Kia,Rio,2011,42581,Dammam,White,Automatic,18950
Hyundai,Santa Fe,2010,323492,Al Riyadh,Blue,Automatic,18500
Toyota,Camry,2010,330168,Jeddah,White,Automatic,18500
Renault,Fluence,2015,68829,Riyadh,White,Automatic,18500
Mitsubishi,Lancer,2014,125945,Madinah,White,Automatic,18500
Gmc,Acadia,2009,213000,Jeddah,Brown,Automatic,18000
Toyota,Prado,2010,278721,Qurayyat,White,Automatic,18000
Toyota,Auris,2010,220614,Al Madinah,White,Automatic,18000
Kia,Carens,2013,137296,Dammam,White,Automatic,18000
Hyundai,Elantra,2012,104637,Riyadh,White,Automatic,18000
Toyota,Camry,2007,274185,Jeddah,Gold,Automatic,18000
Chevrolet,Lumina,2007,252998,Dammam,Silver,Automatic,18000
Renault,Fluence,2015,118866,Riyadh,Black,Automatic,18000
Nissan,Sunny,2016,27893,Riyadh,White,Automatic,18000
Hyundai,I10,2014,145000,Riyadh,Blue,Automatic,18000
Hyundai,Elantra,2012,115000,Riyadh,White,Automatic,18000
Hyundai,I10,2010,269799,Jeddah,Red,Automatic,18000
Jeep,Cherokee,2012,192767,Dammam,White,Automatic,18000
Toyota,Corolla,2012,187985,Dammam,White,Automatic,18000
Ford,Edge,2007,9899,Jeddah,Black,Automatic,18000
Mitsubishi,Lancer,2012,157813,Jeddah,White,Automatic,18000
Nissan,Juke,2010,211652,Jeddah,White,Automatic,18000
Kia,Rio,2013,66962,Dammam,Black,Automatic,18000
Mitsubishi,Lancer,2012,159000,Jeddah,White,Automatic,18000
Hyundai,Accent,2010,295030,Sharorah,Beige,Automatic,18000
